🕒 Transcription Log
[1051/58949] SKIPPED: tmp0p6apctd.wav
[1052/58949] SKIPPED: tmp0p6bigp6.wav
[1053/58949] SKIPPED: tmp0p7sxun5.wav
[1054/58949] SKIPPED: tmp0p82ruv6.wav
[1055/58949] SKIPPED: tmp0p8z06z1.wav
[1056/58949] SKIPPED: tmp0p91c501.wav
[1057/58949] SKIPPED: tmp0p9n70x2.wav
[1058/58949] SKIPPED: tmp0pak9g6i.wav
[1059/58949] SKIPPED: tmp0pb4nir_.wav
[1060/58949] SKIPPED: tmp0pd1e4on.wav
[1061/58949] SKIPPED: tmp0pdrwwnw.wav
[1062/58949] SKIPPED: tmp0peat9v1.wav
[1063/58949] SKIPPED: tmp0pewzvio.wav
[1064/58949] SKIPPED: tmp0pf5394_.wav
[1065/58949] SKIPPED: tmp0pffn0rd.wav
[1066/58949] SKIPPED: tmp0phpris8.wav
[1067/58949] SKIPPED: tmp0pkmj9zo.wav
[1068/58949] SKIPPED: tmp0pkvftpb.wav
[1069/58949] SKIPPED: tmp0plhfwu8.wav
[1070/58949] SKIPPED: tmp0pmfhcg3.wav
[1071/58949] SKIPPED: tmp0pmpcvxq.wav
[1072/58949] SKIPPED: tmp0pnpyzj6.wav
[1073/58949] SKIPPED: tmp0pnvoj43.wav
[1074/58949] SKIPPED: tmp0potrnkf.wav
[1075/58949] SKIPPED: tmp0po_1bvw.wav
[1076/58949] SKIPPED: tmp0pp5ttig.wav
[1077/58949] SKIPPED: tmp0pph6uz1.wav
[1078/58949] SKIPPED: tmp0pscc3fp.wav
[1079/58949] SKIPPED: tmp0psf40nj.wav
[1080/58949] SKIPPED: tmp0ptghsw2.wav
[1081/58949] SKIPPED: tmp0ptvlntr.wav
[1082/58949] SKIPPED: tmp0puaxnu4.wav
[1083/58949] SKIPPED: tmp0pujmue1.wav
[1084/58949] SKIPPED: tmp0pulm6qh.wav
[1085/58949] SKIPPED: tmp0puqo_t_.wav
[1086/58949] SKIPPED: tmp0pv0gx8r.wav
[1087/58949] SKIPPED: tmp0pvw117b.wav
[1088/58949] SKIPPED: tmp0pwi0anm.wav
[1089/58949] SKIPPED: tmp0py8j_1_.wav
[1090/58949] SKIPPED: tmp0pyomqfw.wav
[1091/58949] SKIPPED: tmp0q0ilhh3.wav
[1092/58949] SKIPPED: tmp0q0xmung.wav
[1093/58949] SKIPPED: tmp0q1hpfky.wav
[1094/58949] SKIPPED: tmp0q22f86_.wav
[1095/58949] SKIPPED: tmp0q2a2jij.wav
[1096/58949] SKIPPED: tmp0q2v92f4.wav
[1097/58949] SKIPPED: tmp0q33v_ky.wav
[1098/58949] SKIPPED: tmp0q35w5co.wav
[1099/58949] SKIPPED: tmp0q3fuute.wav
[1100/58949] SKIPPED: tmp0q3tu3nh.wav
[1101/58949] SKIPPED: tmp0q7ggc4i.wav
[1102/58949] SKIPPED: tmp0q9ryd0f.wav
[1103/58949] SKIPPED: tmp0qajya3w.wav
[1104/58949] SKIPPED: tmp0qb7jbjs.wav
[1105/58949] SKIPPED: tmp0qbq8ma3.wav
[1106/58949] SKIPPED: tmp0qc7uoee.wav
[1107/58949] SKIPPED: tmp0qcoqu_o.wav
[1108/58949] SKIPPED: tmp0qcxyypv.wav
[1109/58949] SKIPPED: tmp0qeao599.wav
[1110/58949] SKIPPED: tmp0qe_buud.wav
[1111/58949] SKIPPED: tmp0qe_u9y2.wav
[1112/58949] SKIPPED: tmp0qg9p0e1.wav
[1113/58949] SKIPPED: tmp0qiidt1j.wav
[1114/58949] SKIPPED: tmp0qpo1gia.wav
[1115/58949] SKIPPED: tmp0qqha99f.wav
[1116/58949] SKIPPED: tmp0qrydjb6.wav
[1117/58949] SKIPPED: tmp0qus1rk1.wav
[1118/58949] SKIPPED: tmp0qw8uvnj.wav
[1119/58949] SKIPPED: tmp0qwt7em9.wav
[1120/58949] SKIPPED: tmp0qxl7q1n.wav
[1121/58949] SKIPPED: tmp0qy85w_9.wav
[1122/58949] SKIPPED: tmp0qye11dc.wav
[1123/58949] SKIPPED: tmp0qyvi_kk.wav
[1124/58949] SKIPPED: tmp0r3x9c6m.wav
[1125/58949] SKIPPED: tmp0r57wxlu.wav
[1126/58949] SKIPPED: tmp0r748ohf.wav
[1127/58949] SKIPPED: tmp0r7hk1pv.wav
[1128/58949] SKIPPED: tmp0r7qhabq.wav
[1129/58949] SKIPPED: tmp0r88g8n4.wav
[1130/58949] SKIPPED: tmp0r9s3b_6.wav
[1131/58949] SKIPPED: tmp0rabs4r0.wav
[1132/58949] SKIPPED: tmp0ralzm6x.wav
[1133/58949] SKIPPED: tmp0rc2g3c0.wav
[1134/58949] SKIPPED: tmp0rcgatzg.wav
[1135/58949] SKIPPED: tmp0rdladz7.wav
[1136/58949] SKIPPED: tmp0rfoirnq.wav
[1137/58949] SKIPPED: tmp0rfqa1yi.wav
[1138/58949] SKIPPED: tmp0rgb7a_c.wav
[1139/58949] SKIPPED: tmp0rgtj2f_.wav
[1140/58949] SKIPPED: tmp0rh9bbi0.wav
[1141/58949] SKIPPED: tmp0rk1hnd3.wav
[1142/58949] SKIPPED: tmp0rkl7082.wav
[1143/58949] SKIPPED: tmp0rkw21ft.wav
[1144/58949] SKIPPED: tmp0rm3aw1e.wav
[1145/58949] SKIPPED: tmp0rob4lp6.wav
[1146/58949] SKIPPED: tmp0roltck_.wav
[1147/58949] SKIPPED: tmp0rpbspfn.wav
[1148/58949] SKIPPED: tmp0rq4cb9e.wav
[1149/58949] SKIPPED: tmp0rqbsw7y.wav
[1150/58949] SKIPPED: tmp0rqljz4j.wav
[1151/58949] SKIPPED: tmp0rra3pm1.wav
[1152/58949] SKIPPED: tmp0rs_az66.wav
[1153/58949] SKIPPED: tmp0rtst4w3.wav
[1154/58949] SKIPPED: tmp0rvsixng.wav
[1155/58949] SKIPPED: tmp0rw0jjgx.wav
[1156/58949] SKIPPED: tmp0rx1cy22.wav
[1157/58949] SKIPPED: tmp0rz9e3gc.wav
[1158/58949] SKIPPED: tmp0r_qzk_q.wav
[1159/58949] SKIPPED: tmp0s1uoi88.wav
[1160/58949] SKIPPED: tmp0s2uf_4i.wav
[1161/58949] SKIPPED: tmp0s2_o75d.wav
[1162/58949] SKIPPED: tmp0s4ke3kr.wav
[1163/58949] SKIPPED: tmp0s5ue66w.wav
[1164/58949] SKIPPED: tmp0s5v7pu2.wav
[1165/58949] SKIPPED: tmp0s6m4ygy.wav
[1166/58949] SKIPPED: tmp0s6y2usu.wav
[1167/58949] SKIPPED: tmp0s730t71.wav
[1168/58949] SKIPPED: tmp0s7g_i9t.wav
[1169/58949] SKIPPED: tmp0s7o8z_n.wav
[1170/58949] SKIPPED: tmp0s9mcl1s.wav
[1171/58949] SKIPPED: tmp0saufbhk.wav
[1172/58949] SKIPPED: tmp0sdoxks2.wav
[1173/58949] SKIPPED: tmp0sfocwdd.wav
[1174/58949] SKIPPED: tmp0shh_v9o.wav
[1175/58949] SKIPPED: tmp0sj4obdk.wav
[1176/58949] SKIPPED: tmp0sja3jhe.wav
[1177/58949] SKIPPED: tmp0smj0gle.wav
[1178/58949] SKIPPED: tmp0sn8zrps.wav
[1179/58949] SKIPPED: tmp0sp3lyd9.wav
[1180/58949] SKIPPED: tmp0sp7a0k0.wav
[1181/58949] SKIPPED: tmp0spw1635.wav
[1182/58949] SKIPPED: tmp0spy6azx.wav
[1183/58949] SKIPPED: tmp0sq433zi.wav
[1184/58949] SKIPPED: tmp0sqzbcfa.wav
[1185/58949] SKIPPED: tmp0srjsdkd.wav
[1186/58949] SKIPPED: tmp0sse3g7f.wav
[1187/58949] SKIPPED: tmp0ssjcgk6.wav
[1188/58949] SKIPPED: tmp0sw74uor.wav
[1189/58949] SKIPPED: tmp0swxbwbw.wav
[1190/58949] SKIPPED: tmp0sx1e4rn.wav
[1191/58949] SKIPPED: tmp0sx3qyv_.wav
[1192/58949] SKIPPED: tmp0sxfhzl5.wav
[1193/58949] SKIPPED: tmp0sxqgu9y.wav
[1194/58949] SKIPPED: tmp0sy6gkiu.wav
[1195/58949] SKIPPED: tmp0syb_dux.wav
[1196/58949] SKIPPED: tmp0s_avh9m.wav
[1197/58949] SKIPPED: tmp0s_bxd0h.wav
[1198/58949] SKIPPED: tmp0t2dc9zf.wav
[1199/58949] SKIPPED: tmp0t2nlq62.wav
[1200/58949] SKIPPED: tmp0t3i2j4b.wav
[1201/58949] SKIPPED: tmp0t3tl0qj.wav
[1202/58949] SKIPPED: tmp0t42d8s7.wav
[1203/58949] SKIPPED: tmp0t4pbymq.wav
[1204/58949] SKIPPED: tmp0t4v_p1n.wav
[1205/58949] SKIPPED: tmp0t4xyuk_.wav
[1206/58949] SKIPPED: tmp0t5g3u5g.wav
[1207/58949] SKIPPED: tmp0t6dnz9y.wav
[1208/58949] SKIPPED: tmp0t6lz26q.wav
[1209/58949] SKIPPED: tmp0t6w3ilk.wav
[1210/58949] SKIPPED: tmp0t8hetxs.wav
[1211/58949] SKIPPED: tmp0t8in3gt.wav
[1212/58949] SKIPPED: tmp0t8iy4t3.wav
[1213/58949] SKIPPED: tmp0ta0jnlh.wav
[1214/58949] SKIPPED: tmp0taeskef.wav
[1215/58949] SKIPPED: tmp0tahw7uc.wav
[1216/58949] SKIPPED: tmp0tckpsg5.wav
[1217/58949] SKIPPED: tmp0tcp6b2d.wav
[1218/58949] SKIPPED: tmp0tctqdpi.wav
[1219/58949] SKIPPED: tmp0tdaubz6.wav
[1220/58949] SKIPPED: tmp0te5txxl.wav
[1221/58949] SKIPPED: tmp0tefb9c8.wav
[1222/58949] SKIPPED: tmp0tepuizh.wav
[1223/58949] SKIPPED: tmp0tff2838.wav
[1224/58949] SKIPPED: tmp0tfhrr9k.wav
[1225/58949] SKIPPED: tmp0tjkq3mj.wav
[1226/58949] SKIPPED: tmp0tk2y8rl.wav
[1227/58949] SKIPPED: tmp0tk7dyqw.wav
[1228/58949] SKIPPED: tmp0tkqgf22.wav
[1229/58949] SKIPPED: tmp0tldr2cx.wav
[1230/58949] SKIPPED: tmp0tm0mfas.wav
[1231/58949] SKIPPED: tmp0tobs1sj.wav
[1232/58949] SKIPPED: tmp0ton5dhc.wav
[1233/58949] SKIPPED: tmp0tqocys_.wav
[1234/58949] SKIPPED: tmp0tqqkudj.wav
[1235/58949] SKIPPED: tmp0tr0rkv9.wav
[1236/58949] SKIPPED: tmp0trcp149.wav
[1237/58949] SKIPPED: tmp0tsts72h.wav
[1238/58949] SKIPPED: tmp0ttvd054.wav
[1239/58949] SKIPPED: tmp0ttwf7ig.wav
[1240/58949] SKIPPED: tmp0tueq1z0.wav
[1241/58949] SKIPPED: tmp0tuvna8a.wav
[1242/58949] SKIPPED: tmp0tv9bcd3.wav
[1243/58949] SKIPPED: tmp0tviv7uw.wav
[1244/58949] SKIPPED: tmp0tw8u3vm.wav
[1245/58949] SKIPPED: tmp0twvbsyx.wav
[1246/58949] SKIPPED: tmp0tx90k4t.wav
[1247/58949] SKIPPED: tmp0txike3c.wav
[1248/58949] SKIPPED: tmp0txpm8o6.wav
[1249/58949] SKIPPED: tmp0tyc1b4o.wav
[1250/58949] SKIPPED: tmp0tz0vmyt.wav
[1251/58949] SKIPPED: tmp0tz3ufxi.wav
[1252/58949] SKIPPED: tmp0tz6y7u7.wav
[1253/58949] SKIPPED: tmp0t_7ufkd.wav
[1254/58949] SKIPPED: tmp0u08_qy2.wav
[1255/58949] SKIPPED: tmp0u0a3o2m.wav
[1256/58949] SKIPPED: tmp0u0lmcr9.wav
[1257/58949] SKIPPED: tmp0u1yj3ko.wav
[1258/58949] SKIPPED: tmp0u3kg5lc.wav
[1259/58949] SKIPPED: tmp0u3ode6q.wav
[1260/58949] SKIPPED: tmp0u4t26ub.wav
[1261/58949] SKIPPED: tmp0u5gd3yt.wav
[1262/58949] SKIPPED: tmp0u5x6dao.wav
[1263/58949] SKIPPED: tmp0u6rstxp.wav
[1264/58949] SKIPPED: tmp0u6v28sb.wav
[1265/58949] SKIPPED: tmp0u8t19ny.wav
[1266/58949] SKIPPED: tmp0uasdcag.wav
[1267/58949] SKIPPED: tmp0ubganhn.wav
[1268/58949] SKIPPED: tmp0ucaae5b.wav
[1269/58949] SKIPPED: tmp0ud12gyr.wav
[1270/58949] SKIPPED: tmp0udvbvh2.wav
[1271/58949] SKIPPED: tmp0uelbd4z.wav
[1272/58949] SKIPPED: tmp0uetmwkh.wav
[1273/58949] SKIPPED: tmp0ufs2nnc.wav
[1274/58949] SKIPPED: tmp0ufy_hdd.wav
[1275/58949] SKIPPED: tmp0ugj419n.wav
[1276/58949] SKIPPED: tmp0uhmi7vc.wav
[1277/58949] SKIPPED: tmp0uimczbk.wav
[1278/58949] SKIPPED: tmp0ujaoipz.wav
[1279/58949] SKIPPED: tmp0ujwoa0b.wav
[1280/58949] SKIPPED: tmp0uk1jjwc.wav
[1281/58949] SKIPPED: tmp0uk2d2e2.wav
[1282/58949] SKIPPED: tmp0ukhay05.wav
[1283/58949] SKIPPED: tmp0ul6gqp2.wav
[1284/58949] SKIPPED: tmp0umntkcu.wav
[1285/58949] SKIPPED: tmp0umxi73y.wav
[1286/58949] SKIPPED: tmp0up0wpjv.wav
[1287/58949] SKIPPED: tmp0up29z69.wav
[1288/58949] SKIPPED: tmp0upwdohe.wav
[1289/58949] SKIPPED: tmp0ura6vzq.wav
[1290/58949] SKIPPED: tmp0us9f6pi.wav
[1291/58949] SKIPPED: tmp0uvbehpm.wav
[1292/58949] SKIPPED: tmp0uveaop1.wav
[1293/58949] SKIPPED: tmp0uxt0y6h.wav
[1294/58949] SKIPPED: tmp0uxxugy8.wav
[1295/58949] SKIPPED: tmp0v0e8wx9.wav
[1296/58949] SKIPPED: tmp0v0zz_4p.wav
[1297/58949] SKIPPED: tmp0v397wta.wav
[1298/58949] SKIPPED: tmp0v6imbso.wav
[1299/58949] SKIPPED: tmp0v7abwnd.wav
[1300/58949] SKIPPED: tmp0v7tlo8x.wav
[1301/58949] SKIPPED: tmp0v7wzv_h.wav
[1302/58949] SKIPPED: tmp0v8urvec.wav
[1303/58949] SKIPPED: tmp0v8xmgmz.wav
[1304/58949] SKIPPED: tmp0v9nvd5_.wav
[1305/58949] SKIPPED: tmp0vabtzf7.wav
[1306/58949] SKIPPED: tmp0valm5ld.wav
[1307/58949] SKIPPED: tmp0va_9xao.wav
[1308/58949] SKIPPED: tmp0vd6403s.wav
[1309/58949] SKIPPED: tmp0vedhjey.wav
[1310/58949] SKIPPED: tmp0veg3qws.wav
[1311/58949] SKIPPED: tmp0vejixef.wav
[1312/58949] SKIPPED: tmp0vhvovxa.wav
[1313/58949] SKIPPED: tmp0vicjejr.wav
[1314/58949] SKIPPED: tmp0vj2uud6.wav
[1315/58949] SKIPPED: tmp0vl2pc7v.wav
[1316/58949] SKIPPED: tmp0vmlqfzy.wav
[1317/58949] SKIPPED: tmp0vn7lp7m.wav
[1318/58949] SKIPPED: tmp0vnytm75.wav
[1319/58949] SKIPPED: tmp0vp5mdv6.wav
[1320/58949] SKIPPED: tmp0vqj04u_.wav
[1321/58949] SKIPPED: tmp0vqzw3er.wav
[1322/58949] SKIPPED: tmp0vr40705.wav
[1323/58949] SKIPPED: tmp0vrnoz7c.wav
[1324/58949] SKIPPED: tmp0vsq54tp.wav
[1325/58949] SKIPPED: tmp0vt8k0bu.wav
[1326/58949] SKIPPED: tmp0vtdm6nm.wav
[1327/58949] SKIPPED: tmp0vtt05o6.wav
[1328/58949] SKIPPED: tmp0vupwdcb.wav
[1329/58949] SKIPPED: tmp0vvonwon.wav
[1330/58949] SKIPPED: tmp0vwnqmtg.wav
[1331/58949] SKIPPED: tmp0vy5q9f1.wav
[1332/58949] SKIPPED: tmp0vzdl_00.wav
[1333/58949] SKIPPED: tmp0vzmksiy.wav
[1334/58949] SKIPPED: tmp0vzs0nvw.wav
[1335/58949] SKIPPED: tmp0vzt5cwg.wav
[1336/58949] SKIPPED: tmp0vzvgihu.wav
[1337/58949] SKIPPED: tmp0v__zmdb.wav
[1338/58949] SKIPPED: tmp0w0iewc9.wav
[1339/58949] SKIPPED: tmp0w1pjhab.wav
[1340/58949] SKIPPED: tmp0w4hm2ak.wav
[1341/58949] SKIPPED: tmp0w68uwnz.wav
[1342/58949] SKIPPED: tmp0w73z43u.wav
[1343/58949] SKIPPED: tmp0w7amkn9.wav
[1344/58949] SKIPPED: tmp0w7f0bun.wav
[1345/58949] SKIPPED: tmp0w7vu8_9.wav
[1346/58949] SKIPPED: tmp0w7zr6bq.wav
[1347/58949] SKIPPED: tmp0w967rro.wav
[1348/58949] SKIPPED: tmp0wbwered.wav
[1349/58949] SKIPPED: tmp0wc0emkq.wav
[1350/58949] SKIPPED: tmp0wdc6z59.wav
[1351/58949] SKIPPED: tmp0we3w4bd.wav
[1352/58949] SKIPPED: tmp0weetjtk.wav
[1353/58949] SKIPPED: tmp0wfd9w0r.wav
[1354/58949] SKIPPED: tmp0wgt9bmy.wav
[1355/58949] SKIPPED: tmp0wh1tbk6.wav
[1356/58949] SKIPPED: tmp0wh29sdl.wav
[1357/58949] SKIPPED: tmp0wjvif6z.wav
[1358/58949] SKIPPED: tmp0wjvioat.wav
[1359/58949] SKIPPED: tmp0wj_mj45.wav
[1360/58949] SKIPPED: tmp0wl5lls7.wav
[1361/58949] SKIPPED: tmp0wlaenj6.wav
[1362/58949] SKIPPED: tmp0wmly4ay.wav
[1363/58949] SKIPPED: tmp0wmxr3l5.wav
[1364/58949] SKIPPED: tmp0wmzz6fb.wav
[1365/58949] SKIPPED: tmp0wo7_zvz.wav
[1366/58949] SKIPPED: tmp0wonnuqt.wav
[1367/58949] SKIPPED: tmp0wpju6gs.wav
[1368/58949] SKIPPED: tmp0wq8unby.wav
[1369/58949] SKIPPED: tmp0wq9wd84.wav
[1370/58949] SKIPPED: tmp0wqv6vaa.wav
[1371/58949] SKIPPED: tmp0wsgmafe.wav
[1372/58949] SKIPPED: tmp0wtl49xz.wav
[1373/58949] SKIPPED: tmp0wtuu4ba.wav
[1374/58949] SKIPPED: tmp0wuvcgo6.wav
[1375/58949] SKIPPED: tmp0wv63udz.wav
[1376/58949] SKIPPED: tmp0wvo7m8e.wav
[1377/58949] SKIPPED: tmp0wwot8am.wav
[1378/58949] SKIPPED: tmp0wx2zjmt.wav
[1379/58949] SKIPPED: tmp0wxrmbm7.wav
[1380/58949] SKIPPED: tmp0wzp76_a.wav
[1381/58949] SKIPPED: tmp0x2lei2c.wav
[1382/58949] SKIPPED: tmp0x3a0a0p.wav
[1383/58949] SKIPPED: tmp0x526b28.wav
[1384/58949] SKIPPED: tmp0x5ydf3l.wav
[1385/58949] SKIPPED: tmp0x7soyk_.wav
[1386/58949] SKIPPED: tmp0x8x3ftd.wav
[1387/58949] SKIPPED: tmp0x9vsoao.wav
[1388/58949] SKIPPED: tmp0x9_q3wz.wav
[1389/58949] SKIPPED: tmp0xa4v7cw.wav
[1390/58949] SKIPPED: tmp0xfcb44i.wav
[1391/58949] SKIPPED: tmp0xfwiomo.wav
[1392/58949] SKIPPED: tmp0xfy2132.wav
[1393/58949] SKIPPED: tmp0xgcbjvo.wav
[1394/58949] SKIPPED: tmp0xgpa199.wav
[1395/58949] SKIPPED: tmp0xgr1nq7.wav
[1396/58949] SKIPPED: tmp0xh5ixfv.wav
[1397/58949] SKIPPED: tmp0xh5uwtl.wav
[1398/58949] SKIPPED: tmp0xi77g4b.wav
[1399/58949] SKIPPED: tmp0xlhkjx8.wav
[1400/58949] SKIPPED: tmp0xmhfkgc.wav
[1401/58949] SKIPPED: tmp0xminy5x.wav
[1402/58949] SKIPPED: tmp0xo680he.wav
[1403/58949] SKIPPED: tmp0xq4fz8_.wav
[1404/58949] SKIPPED: tmp0xqv_kpj.wav
[1405/58949] SKIPPED: tmp0xr0edhl.wav
[1406/58949] SKIPPED: tmp0xroi4z0.wav
[1407/58949] SKIPPED: tmp0xs05a6l.wav
[1408/58949] SKIPPED: tmp0xsob3he.wav
[1409/58949] SKIPPED: tmp0xspbda0.wav
[1410/58949] SKIPPED: tmp0xturjo7.wav
[1411/58949] SKIPPED: tmp0xtyymkx.wav
[1412/58949] SKIPPED: tmp0xu64rmq.wav
[1413/58949] SKIPPED: tmp0xuhmalj.wav
[1414/58949] SKIPPED: tmp0xv2gujh.wav
[1415/58949] SKIPPED: tmp0xx9jkd3.wav
[1416/58949] SKIPPED: tmp0xxs06u4.wav
[1417/58949] SKIPPED: tmp0xxz_pln.wav
[1418/58949] SKIPPED: tmp0xzg8gae.wav
[1419/58949] SKIPPED: tmp0x_5qbmq.wav
[1420/58949] SKIPPED: tmp0x_ap2ck.wav
[1421/58949] SKIPPED: tmp0x_rzzni.wav
[1422/58949] SKIPPED: tmp0y0dqpyy.wav
[1423/58949] SKIPPED: tmp0y1818h9.wav
[1424/58949] SKIPPED: tmp0y1cc_pl.wav
[1425/58949] SKIPPED: tmp0y2yikvr.wav
[1426/58949] SKIPPED: tmp0y5lawpk.wav
[1427/58949] SKIPPED: tmp0y5tracv.wav
[1428/58949] SKIPPED: tmp0y66s2_b.wav
[1429/58949] SKIPPED: tmp0y69_ubh.wav
[1430/58949] SKIPPED: tmp0y6b4g9n.wav
[1431/58949] SKIPPED: tmp0y6mbn85.wav
[1432/58949] SKIPPED: tmp0y6uzt1g.wav
[1433/58949] SKIPPED: tmp0y8wv0cx.wav
[1434/58949] SKIPPED: tmp0y9vdgb5.wav
[1435/58949] SKIPPED: tmp0yac_urz.wav
[1436/58949] SKIPPED: tmp0ybpumlk.wav
[1437/58949] SKIPPED: tmp0yb_cvej.wav
[1438/58949] SKIPPED: tmp0yc2cya1.wav
[1439/58949] SKIPPED: tmp0yca7fx2.wav
[1440/58949] SKIPPED: tmp0ycdndbe.wav
[1441/58949] SKIPPED: tmp0ycqd29q.wav
[1442/58949] SKIPPED: tmp0yd08qf5.wav
[1443/58949] SKIPPED: tmp0ydw5lid.wav
[1444/58949] SKIPPED: tmp0yf4xdib.wav
[1445/58949] SKIPPED: tmp0yf5xvc3.wav
[1446/58949] SKIPPED: tmp0yf8sdgz.wav
[1447/58949] SKIPPED: tmp0yfgzdht.wav
[1448/58949] SKIPPED: tmp0yg2er_r.wav
[1449/58949] SKIPPED: tmp0yhi9i08.wav
[1450/58949] SKIPPED: tmp0yijh1v3.wav
[1451/58949] SKIPPED: tmp0ym4al9k.wav
[1452/58949] SKIPPED: tmp0ymlpbz8.wav
[1453/58949] SKIPPED: tmp0ymyr9y8.wav
[1454/58949] SKIPPED: tmp0yo0n2ld.wav
[1455/58949] SKIPPED: tmp0yoniv8v.wav
[1456/58949] SKIPPED: tmp0yq25s96.wav
[1457/58949] SKIPPED: tmp0yq5niz2.wav
[1458/58949] SKIPPED: tmp0ys9g_xc.wav
[1459/58949] SKIPPED: tmp0ysb84_d.wav
[1460/58949] SKIPPED: tmp0ysjz420.wav
[1461/58949] SKIPPED: tmp0yt20l_j.wav
[1462/58949] SKIPPED: tmp0yvsyodj.wav
[1463/58949] SKIPPED: tmp0ywrmqwi.wav
[1464/58949] SKIPPED: tmp0yxdat8d.wav
[1465/58949] SKIPPED: tmp0yyjwalq.wav
[1466/58949] SKIPPED: tmp0y_4yve2.wav
[1467/58949] SKIPPED: tmp0z0gm9ko.wav
[1468/58949] SKIPPED: tmp0z0onzy1.wav
[1469/58949] SKIPPED: tmp0z2hcb9u.wav
[1470/58949] SKIPPED: tmp0z2y25ex.wav
[1471/58949] SKIPPED: tmp0z3ny67r.wav
[1472/58949] SKIPPED: tmp0z42m423.wav
[1473/58949] SKIPPED: tmp0z4lah9o.wav
[1474/58949] SKIPPED: tmp0z4qfy_r.wav
[1475/58949] SKIPPED: tmp0z4_scjy.wav
[1476/58949] SKIPPED: tmp0z6d5sfx.wav
[1477/58949] SKIPPED: tmp0z6dfyl4.wav
[1478/58949] SKIPPED: tmp0z74ef67.wav
[1479/58949] SKIPPED: tmp0z7_q9i5.wav
[1480/58949] SKIPPED: tmp0z8gyckm.wav
[1481/58949] SKIPPED: tmp0z9bt1jr.wav
[1482/58949] SKIPPED: tmp0z9_b4uc.wav
[1483/58949] SKIPPED: tmp0za5c9yr.wav
[1484/58949] SKIPPED: tmp0za8cl9a.wav
[1485/58949] SKIPPED: tmp0zb28vny.wav
[1486/58949] SKIPPED: tmp0zenkcqa.wav
[1487/58949] SKIPPED: tmp0zf_9hnq.wav
[1488/58949] SKIPPED: tmp0zhetej3.wav
[1489/58949] SKIPPED: tmp0zhni19h.wav
[1490/58949] SKIPPED: tmp0zio1kh7.wav
[1491/58949] SKIPPED: tmp0zj06nrg.wav
[1492/58949] SKIPPED: tmp0zjmj696.wav
[1493/58949] SKIPPED: tmp0zj_03ro.wav
[1494/58949] SKIPPED: tmp0zlh1mgz.wav
[1495/58949] SKIPPED: tmp0znwkyi4.wav
[1496/58949] SKIPPED: tmp0zplwcvl.wav
[1497/58949] SKIPPED: tmp0zqksle6.wav
[1498/58949] SKIPPED: tmp0zqxfbdg.wav
[1499/58949] SKIPPED: tmp0zr12g6b.wav
[1500/58949] SKIPPED: tmp0zs7opiv.wav
[1501/58949] SKIPPED: tmp0zt1g6tu.wav
[1502/58949] SKIPPED: tmp0zu5xdl4.wav
[1503/58949] SKIPPED: tmp0zubmtw4.wav
[1504/58949] SKIPPED: tmp0zujxvox.wav
[1505/58949] SKIPPED: tmp0zusy7d5.wav
[1506/58949] SKIPPED: tmp0zw3o73y.wav
[1507/58949] SKIPPED: tmp0zwubzl1.wav
[1508/58949] SKIPPED: tmp0zwwe3lh.wav
[1509/58949] SKIPPED: tmp0zxd8bwk.wav
[1510/58949] SKIPPED: tmp0zygf25q.wav
[1511/58949] SKIPPED: tmp0zyn9kkk.wav
[1512/58949] SKIPPED: tmp0zzkkd8c.wav
[1513/58949] SKIPPED: tmp0zz_chon.wav
[1514/58949] SKIPPED: tmp0z_b7n34.wav
[1515/58949] SKIPPED: tmp0_0v1njv.wav
[1516/58949] SKIPPED: tmp0_0wfnd4.wav
[1517/58949] SKIPPED: tmp0_1aguc4.wav
[1518/58949] SKIPPED: tmp0_1b7rpp.wav
[1519/58949] SKIPPED: tmp0_3o4_pk.wav
[1520/58949] SKIPPED: tmp0_44w_tz.wav
[1521/58949] SKIPPED: tmp0_5bprnc.wav
[1522/58949] SKIPPED: tmp0_5uxeug.wav
[1523/58949] SKIPPED: tmp0_5wgzlg.wav
[1524/58949] SKIPPED: tmp0_6qp787.wav
[1525/58949] SKIPPED: tmp0_7yythe.wav
[1526/58949] SKIPPED: tmp0_8vzxih.wav
[1527/58949] SKIPPED: tmp0_8xt9c7.wav
[1528/58949] SKIPPED: tmp0_9bl4tg.wav
[1529/58949] SKIPPED: tmp0_b90fi9.wav
[1530/58949] SKIPPED: tmp0_brijp2.wav
[1531/58949] SKIPPED: tmp0_c4n8f_.wav
[1532/58949] SKIPPED: tmp0_csloib.wav
[1533/58949] SKIPPED: tmp0_cze5i2.wav
[1534/58949] SKIPPED: tmp0_ej0jwl.wav
[1535/58949] SKIPPED: tmp0_g91rzi.wav
[1536/58949] SKIPPED: tmp0_glvc0l.wav
[1537/58949] SKIPPED: tmp0_ilis0v.wav
[1538/58949] SKIPPED: tmp0_ivqc4m.wav
[1539/58949] SKIPPED: tmp0_j4e06d.wav
[1540/58949] SKIPPED: tmp0_k097zr.wav
[1541/58949] SKIPPED: tmp0_l7obqd.wav
[1542/58949] SKIPPED: tmp0_lbmi4a.wav
[1543/58949] SKIPPED: tmp0_l_uk20.wav
[1544/58949] SKIPPED: tmp0_nvdxxf.wav
[1545/58949] SKIPPED: tmp0_p4oo9f.wav
[1546/58949] SKIPPED: tmp0_qmeweg.wav
[1547/58949] SKIPPED: tmp0_qoep2y.wav
